,0,1,2,3
63,Hall/WhiteWork/mig.xml,57,[5.823569482288828], sharleen no this is none of your business 
64,Hall/WhiteWork/mig.xml,57,[5.823569482288828], no harold this is none of your business 
65,Hall/WhiteWork/mig.xml,57,[5.823569482288828], i m not     hey you re not gonna get none until you finish your food 
66,Hall/WhiteWork/mig.xml,57,[5.823569482288828], put the nine and then the zero 
67,Hall/WhiteWork/mig.xml,57,[5.823569482288828], no no the zero goes after 
68,Hall/WhiteWork/mig.xml,57,[5.823569482288828], is one more than zero 
69,Hall/WhiteWork/mig.xml,57,[5.823569482288828], okay one is more than zero so it means what 
70,Hall/WhiteWork/mig.xml,57,[5.823569482288828], now we don t have none 
71,Hall/WhiteWork/mig.xml,57,[5.823569482288828], none of it 
72,Hall/WhiteWork/stl.xml,57,[7.02322738386308], i have none now 
73,Hall/WhiteWork/sut.xml,57,[6.240773286467487], we have we have a lot of paintings up on the wall and none of yours 
""
,0,1,2,3
0,HSLLD/HV1/BR/brabr1.xml,44,[11.36], none of this stuff is red 
1,HSLLD/HV1/BR/emibr1.xml,44,[2.8333333333333335], none of this stuff is red 
2,HSLLD/HV1/BR/gilbr1b.xml,46,[3.3684210526315788], i know none of these is your favorite your favorite is not up here 
3,HSLLD/HV1/BR/nicbr1.xml,45,[2.765957446808511], there were lots of grownups everywhere but none of them was maria 
4,HSLLD/HV1/BR/tambr1.xml,48,[2.2666666666666666], but when she came there the cupboard was bare and so the poor poor dog had none 
5,HSLLD/HV1/ER/ether1.xml,45,[4.95], no none of your relatives came to the party 
6,HSLLD/HV1/MT/aprmt1.xml,44,[3.5142857142857142], i don t ha none 
7,HSLLD/HV1/MT/astmt1.xml,46,[5.819548872180451], none of that 
8,HSLLD/HV1/MT/astmt1.xml,46,[5.819548872180451], none of that 
9,HSLLD/HV1/MT/casmt1.xml,49,[9.135135135135135], there was none honey for the salad 
10,HSLLD/HV1/MT/jesmt1.xml,43,[5.338028169014085], yeah come on you haven t eaten none of that yet come on 
11,HSLLD/HV1/MT/jesmt1.xml,43,[5.338028169014085], and zero was standing at zero feet     
12,HSLLD/HV1/MT/kevmt1.xml,46,[3.978723404255319], was that the kid gets off mom wants the the zero and the the thing goes like that 
13,HSLLD/HV1/MT/sopmt1.xml,48,[4.722222222222222], i m not i won t i won t gi you none 
14,HSLLD/HV1/TP/diatp1.xml,46,[4.631147540983607], no there s no there s none missing 
15,HSLLD/HV1/TP/nedtp1.xml,59,[3.1666666666666665], four two seven one o zero one no four two seven two one seven five 
16,HSLLD/HV1/TP/shotp1.xml,43,[3.4953271028037385], zero 
17,HSLLD/HV1/TP/zentp1.xml,46,[3.6687898089171975], just in case if we wanted some we might not want none zzz 
18,HSLLD/HV2/BR/britp2.xml,53,[4.383720930232558], none what 
19,HSLLD/HV2/BR/nicbr2.xml,53,[2.821138211382114], you can t name none of the other fruit 
20,HSLLD/HV2/BR/stnbr2.xml,55,[3.103448275862069],     the star     bellied snitches had many had bellies with stars the kind     snitches had none upon theirs 
21,HSLLD/HV2/BR/tambr2.xml,60,[3.453125], this little pig had none 
22,HSLLD/HV2/ER/nicer2.xml,53,[3.7419354838709675], none of 
23,HSLLD/HV2/MT/brnmt2.xml,59,[5.777777777777778], there s none on the floor 
24,HSLLD/HV2/MT/brnmt2.xml,59,[5.777777777777778], zero on the floor 
25,HSLLD/HV2/MT/brnmt2.xml,59,[5.777777777777778], zero on the floor 
26,HSLLD/HV2/MT/jeamt2.xml,61,[6.333333333333333], mm none of you can have it then 
27,HSLLD/HV2/MT/maymt2.xml,59,[4.76056338028169], i didn t even get none beets 
28,HSLLD/HV2/MT/rosmt2.xml,57,[5.1976744186046515], maybe she s a three with a zero after the three 
29,HSLLD/HV2/TP/nictp2.xml,53,[3.3838862559241707], that s a one and a zero 
30,HSLLD/HV3/BR/susbr3.xml,72,[4.936507936507937], none of the kids really 
31,HSLLD/HV3/ET/geoet3.xml,64,[5.516129032258065], these none of these stick 
32,HSLLD/HV3/ET/remet3.xml,71,[6.36], none of those don t uh those are those 
33,HSLLD/HV3/MT/anamt3.xml,70,[5.03125], eight eight nine one one zero zero three 
34,HSLLD/HV3/MT/aprmt3.xml,65,[3.789473684210526], you don t want none 
35,HSLLD/HV3/MT/deamt3.xml,66,[4.2407407407407405], hey i don t got none 
36,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], so that none would touch each other 
37,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], add a zero 
38,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], put a zero ne t to fourteen chi 
39,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], just add a zero 
40,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], i know he does the concept of adding the zero um to 
41,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], i know but then i said put the zero after the four 
42,HSLLD/HV3/MT/todmt3.xml,67,[5.355072463768116], none of that 
43,HSLLD/HV3/TP/rastp3.xml,70,[6.365853658536586], oh you can t have none you got a nasty nose 
44,HSLLD/HV3/TP/stntp3.xml,65,[3.56], i what if i tell you i don t want none 
45,HSLLD/HV5/MT/aprmt52.xml,[None],[0], you ain t eat none of those noodles i cooked for me you and female 
46,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], less than zero 
47,HSLLD/HV5/MT/vicmt5.xml,90,[7.762711864406779], www they take about size zero and a half 
48,HSLLD/HV5/MT/vicmt5.xml,90,[7.762711864406779], i mean below zero and a half 
49,HSLLD/HV7/ET/briet7.xml,122,[4.7164179104477615], none of these     is sticking on anything 
50,HSLLD/HV7/ET/geoet7.xml,117,[3.269230769230769], none of the coins are magnetic 
51,HSLLD/HV7/ET/geoet7.xml,117,[3.269230769230769], none of will 
52,HSLLD/HV7/ET/jeaet7.xml,116,[3.9473684210526314], none o the money sticks 
53,HSLLD/HV7/ET/todet7.xml,113,[6.116438356164384], none of these do 
54,HSLLD/HV7/MD/anamd7.xml,[None],[0], i ll be a zero www 
55,HSLLD/HV7/MD/jammt7.xml,124,[7.396341463414634], it doesn t start at zero 
56,HSLLD/HV7/MD/jammt7.xml,124,[7.396341463414634], oh wow yeah he musta must have had nine there s none left 
57,HSLLD/HV7/MT/rosmt7.xml,117,[5.615384615384615], zero or marco or what 
,0,1,2,3
0,Gleason/Father/charlie.xml,36,[4.266666666666667], zero if it s a number right 
1,Gleason/Father/charlie.xml,36,[4.266666666666667], oh that s a zero 
2,Gleason/Father/charlie.xml,36,[4.266666666666667], five and zero 
3,Gleason/Father/charlie.xml,36,[4.266666666666667], when you see five and zero together it s a fifty 
4,Gleason/Father/charlie.xml,36,[4.266666666666667], zero 
5,Gleason/Father/eddie.xml,[None],[3.986899563318777], okay hit that zero 
6,Gleason/Father/guy.xml,37,[3.1677018633540373], zero 
7,Gleason/Father/guy.xml,37,[3.1677018633540373], zero 
8,Gleason/Father/guy.xml,37,[3.1677018633540373], zero means that we would get it for nothing 
9,Gleason/Father/guy.xml,37,[3.1677018633540373], do you know what five zero says 
10,Gleason/Father/guy.xml,37,[3.1677018633540373], and what s five zero 
11,Gleason/Father/helen.xml,59,[5.256756756756757], zero 
12,Gleason/Father/patricia.xml,30,[3.608910891089109], none huh 
13,Gleason/Mother/helen.xml,59,[4.792642140468227], no that s zero 
14,Gleason/Mother/isadora.xml,42,[4.064655172413793], that s a zero 
15,Gleason/Mother/martin.xml,30,[2.930817610062893], that s number one zero 
16,Gleason/Mother/theresa.xml,48,[5.557620817843866], that s a zero 
17,Gleason/Mother/theresa.xml,48,[5.557620817843866], that s zero 
18,Gleason/Mother/theresa.xml,48,[5.557620817843866], for zero i ll take it 
,0,1,2,3
0,Gathercole/06.xml,[None],[0], or none 
1,Gathercole/07.xml,[None],[0], there was a stil sore so i kept picking and but none of it came off and it was always one sore left 
2,Gathercole/07.xml,[None],[0], zero 
3,Gathercole/07.xml,[None],[0], zero 
4,Gathercole/07.xml,[None],[0], none right 
5,Gathercole/07.xml,[None],[0], i don t have i have none cavities and none fillings 
6,Gathercole/08.xml,[None],[0], no you re you re zero 
7,Gathercole/08.xml,[None],[0], you re zero 
8,Gathercole/08.xml,[None],[0], how come you re zero 
9,Gathercole/09.xml,[None],[0], she hasn t got none milk 
10,Gathercole/10.xml,[None],[0], none for me 
""
""
""
""
,0,1,2,3
0,Demetras1/tre10.xml,32,[5.515151515151516], none of it 
1,Demetras1/tre12.xml,32,[5.877659574468085], i got none 
""
""
